Num	MZ	True_MZ	0.806612601	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.106051154	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	CM12C_13CFg1.Area	CM12C_13CFg1.RT-Shift	CM12C_13CFg1.MZ-Shift	CM12C_13CFg1.MZ
1835	279.646097	279.646097	0	292.68973	0.296843049	9	0.131348005	0.373080126	-0.768968581	0.649712101	-0.092367025	0.431453534	31.65638487	32.10966667	0		0.003795714	26	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	72120.36897	65121.26642	1.107477986	-1	6	6	6	6	520	0.898747012	-	-	0.243	0.07999	0.28121	0.38024	0.06354	0.36917	72120.44	0.4532795	-0.109129295	279.64606
1857	521.8380046	520.3380046	1	546.4250945	-0.019383554	19	-0.032511689	0.114132979	-0.240040786	0.229155434	-0.122741731	-0.005442676	31.65638487	32.10966667	0		0.003795714	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	1724011.126	1757026.17	0.981209702	0.996094981	6	6	6	6	520	0.997904986	[M+H]+	-	0.2598	0.00956	0.28121	0.35748	0.00808	0.36917				
1890	543.8196376	542.3196376	1	568.4066971	-0.074664455	13	0.090007991	0.53310842	-0.567945158	1.345313341	-0.297838076	0.422447477	31.65638487	32.10966667	0		0.003795714	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	139079.5236	148659.5982	0.935556972	0.899907834	6.5	6.5	6.5	6.5	520	0.962852406	[M+Na]+	-	0.26167	0.02186	0.28121	0.3464	0.04666	0.36917				
5509	271.6573												31.63995					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										520										33940.723	0.45371628	0.0	271.6573
5513	520.338												31.656385					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										520										1724011.4	0.4532795	0.2345981	520.33813
5515	542.31964												31.656385					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										520										138825.89	0.4532795	0.33763388	542.3198
2725	895.0202341	893.5202341	1	938.6710023	0.020356562	9	-0.157428657	0.944233015	-1.563448261	1.237206174	-1.262890224	0.581443184	31.72618901	31.2375	1	1	0.96679645	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	88781.44966	13630.51591	6.513432817	-1	17	3	5.5	5.5	492	0.973687647	-	-	0.4653	0.07198	0.48671	0.59844	0.13329	0.63895				
1570	477.7755294	476.2755294	1	499.3525008	-0.16494024	16	-0.167091737	0.179016766	-0.49814833	0.142606365	-0.344367203	0.001640332	31.67719025	31.1895	1	1	0.96679645	23	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	577279.1144	569117.8033	1.014340284	-1	6	6	6	6	492	0.989072282	[M+H]+	-	0.21924	0.01478	0.24876	0.28045	0.01917	0.32657				
1554	259.1148364	257.6148364	1	269.1533945	0.128354409	4	0.321363812	1.138037353	-1.348950901	1.731062045	-0.638178682	1.541522787	31.66052085	31.17316667	1	1	0.96679645	23	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	24239.65499	27282.78119	0.888459825	-1	6	6	5.5	5.5	492	0.854097898	-	-	0.32832	0.07423	0.24876	0.30618	0.0951	0.32657				
1588	499.7572318	498.2572318	1	521.3341673	-0.229983616	5	0.002681577	0.662154272	-1.823641525	0.871298662	-0.108679588	0.442558178	31.66052085	31.17316667	1	1	0.96679645	23	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	47728.031	50412.26973	0.946754258	-1	6.5	6.5	6	6	492	0.96926979	[M+Na]+	-	0.22988	0.05828	0.24876	0.53934	0.29137	0.32657				
2555	770.4660796	770.4660796	0	810.6004974	0.542235422	15	0.295153675	0.828662803	-1.38283789	2.261212461	-0.321310179	0.86696711	31.70985424	31.2215	1	1	0.96679645	40	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	80661.22702	45722.01941	1.764165889	1.687574939	12.5	12.5	11.5	11.5	492	0.968590431	[M+NH4]+	-	0.43135	0.05193	0.43263	0.4985	0.09112	0.56795				
2556	776.921163	775.421163	1	815.5550986	-0.083072275	15	-0.128916379	1.125647031	-2.633397546	2.404187429	-1.137864506	0.656775141	31.72618901	31.2375	1	1	0.96679645	40	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	109815.9456	57953.74789	1.894889452	1.867913226	12	12	11	11	492	0.95750031	[M+Na]+	-	0.44927	0.05904	0.43263	0.50622	0.09333	0.56795				
2630	848.0025597	846.5025597	1	890.6503489	0.459770612	5	0.132072997	0.830399775	-1.153759247	1.73035046	-0.663460597	0.821855902	31.70641011	32.15683333	0		0.00536267	44	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	26684.75717	41854.58913	0.637558694	0.632079279	7	7	6.5	6.5	522	0.892781257	-	-	0.28303	0.04543	0.47589	0.54951	0.09004	0.62475				
5527	846.50256												31.70641					44		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										522										25475.04	0.4504242	0.43261647	846.5029
2689	856.0228787	854.5228787	1	899.6727067	-1.079023187	10	-1.09910338	1.695295913	-4.063282628	2.36505791	-2.434769692	0.393700145	31.7169814	32.15683333	0		0.015933954	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	46355.25978	36542.34979	1.268535276	1.523081333	17	13.5	16.5	16.5	521	0.850645498	[M+NH4]+	-	0.43127	0.09331	0.48671	0.6444	0.24287	0.63895				
1555	258.6226364	258.6226364	0	270.1612065	0.17454002	5	0.072310654	0.801766285	-1.933696382	1.016313965	-0.399691002	0.733112971	31.70071274	32.141	0		0.015933954	23	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	53789.80348	62111.47498	0.866020385	-1	6	6	6	6	521	0.863837579	-	-	0.20457	0.09103	0.24876	0.33208	0.05718	0.32657	53785.66	0.44028664	0.1180004	258.62268
1573	479.7911573	478.2911573	1	501.3682669	0.124794279	18	0.142005389	0.144697139	-0.177021815	0.397227152	0.078199948	0.269616271	31.7169814	32.15683333	0		0.015933954	23	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	1307200.937	1519395.246	0.860342916	0.868652448	6.5	6.5	6.5	6.5	521	0.996172192	[M+H]+	-	0.22601	0.0105	0.24876	0.29268	0.01656	0.32657				
1592	501.7727926	500.2727926	1	523.349976	0.266662513	8	0.295309136	0.532091767	-0.474252973	1.416805137	-0.205844725	0.599380018	31.7169814	32.15683333	0		0.015933954	23	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	114533.3503	142241.1008	0.805205736	0.824768296	6.5	6.5	6.5	6.5	521	0.961775313	[M+Na]+	-	0.25925	0.04823	0.24876	0.41213	0.12772	0.32657				
2696	860.9781383	859.4781383	1	904.627971	-1.067266239	18	-1.688032704	1.246504234	-3.542756633	0.78910984	-2.832614588	-0.631174249	31.7169814	32.15683333	0		0.015933954	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	63835.97397	55179.70532	1.156874137	1.534589123	17	9.5	17	11	521	0.904722122	[M+Na]+	37Cl1 (scans: 3, obs: 23.5%, exp: 32.0%), 34S4 (scans: 4, obs: 17.3%, exp: 17.7%)	0.49065	0.0693	0.48671	0.58801	0.07333	0.63895				
5517	854.5229												31.716982					45		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										521										45377.875	0.43985176	0.071426004	854.52295
5521	478.29117												31.716982					23		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										521										1306712.8	0.43985176	0.38283265	478.29135
5523	500.2728												31.716982					23		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										521										114205.41	0.43985176	0.488015	500.27304
5525	859.47815												31.716982					45		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										521										64361.09	0.43985176	0.78115624	859.4788
1343	336.7569407	335.2569407	1	356.3272421	-0.14497239	9	-0.29390937	0.5708903	-1.75034827	0.343282649	-0.384936801	0.234049731	31.76364713	32.22016667	0		-0.002492581	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	106985.6661	91791.25123	1.165532278	1.187401373	6	6	5.5	5.5	523	0.981060322	-	-	0.19041	0.03287	0.22713	0.25636	0.04725	0.29817				
1369	371.7938885	370.2938885	1	391.3641646	-0.199595517	14	-0.201999721	0.09338512	-0.430928831	-0.101270912	-0.216651184	-0.1507196	31.77975323	32.23583333	0		-0.002492581	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	611673.1832	520942.7278	1.174165893	-1	4.5	4.5	4.5	4.5	523	0.987686644	[M+NH4]+	-	0.18189	0.01107	0.22713	0.23909	0.01653	0.29817				
839	262.7204103	261.2204103	1	279.2807111	0.002744808	3	0.45441002	1.024885827	-1.040974661	2.697487041	-0.153090007	1.20210236	31.77975323	32.23583333	0		-0.002492581	18	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	25538.21648	19159.01013	1.332961166	1.440806155	4.5	4.5	5	5	523	0.891493862	-	-	0.1667	0.04189	0.19468	0.30898	0.04895	0.25558				
1355	354.7674355	353.2674355	1	374.337784	-0.004257398	12	-0.06688523	0.181817704	-0.36531172	0.239394589	-0.278925104	0.066621358	31.77975323	32.23583333	0		-0.002492581	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	371059.2353	304490.8865	1.21862181	1.21246655	5	5	5	5	523	0.994286215	[M+H]+	-	0.17915	0.00944	0.22713	0.25002	0.03142	0.29817				
1375	375.2492131	375.2492131	0	396.3194989	-0.171062317	14	-0.132464052	0.18257678	-0.425238233	0.225371059	-0.278851143	-0.002342193	31.77975323	32.23583333	0		-0.002492581	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	564606.8102	494114.4995	1.142663919	1.140775013	4.5	4.5	4.5	4.5	523	0.994702578	[M+Na]+	-	0.18228	0.01145	0.22713	0.23686	0.02221	0.29817	561247.44	0.45607948	-0.08132616	375.24918
5529	335.25693												31.763647					21		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										523										112536.17	0.45651817	-0.18205488	335.25687
5531	370.29388												31.779753					21		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										523										646299.3	0.45607948	-0.08241448	370.29385
5533	261.2204												31.779753					18		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										523										25084.635	0.45607948	-0.7009616	261.2202
5535	353.26743												31.779753					21		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										523										369947.03	0.45607948	-0.34554648	353.2673
2582	870.9475448	869.4475448	1	911.5879945	-0.287882807	7	-0.601061155	1.597243381	-3.947257789	2.300535926	-1.644700106	0.671897564	31.81423868	32.2515	0		0.015885047	42	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	31888.27042	24129.57033	1.321543235	1.497839941	10.5	10.5	10.5	10.5	524	0.934904339	-	-	0.45193	0.08989	0.45426	0.58541	0.19734	0.59635				
5539	869.4476												31.81424					42		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										524										31818.498	0.31109238	-1.0529989	869.44666
2717	879.5049544	879.5049544	0	924.6552623	-0.502645264	23	-1.109298118	1.670129384	-5.405206902	1.881496117	-2.212937008	0.562949856	31.83863828	32.29916667	0		-0.008734814	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	77521.96794	58693.72809	1.320787935	1.588176597	17	17	17	17	526	0.868108753	-	-	0.52457	0.10092	0.48671	0.61093	0.10076	0.63895	82588.22	0.46052933	-1.1797519	879.5039
1982	499.3245843	499.3245843	0	526.4151297	0.191094136	4	-0.15069184	0.910715494	-2.314258986	0.924979961	-0.651857112	0.631614924	31.90273634	32.34666667	0		0.00649943	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	20966.43147	25853.41805	0.810973289	-1	6	6	6	6	527	0.931608256	[M+2Na-H]+	-	0.35852	0.11447	0.29202	0.35108	0.06797	0.38337	20966.45	0.44393158	-0.48894173	499.32434
1996	540.8167179	539.3167179	1	566.4072196	0.095767474	11	0.470578474	1.019632002	-0.445079959	3.515914384	-0.105566158	0.460290177	31.87015872	32.315	0		0.00649943	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	77721.76987	89301.47079	0.870330233	-1	6	6	6	6	527	0.978149972	[M+CH3FeN]+,[M+Na]+	-	0.26207	0.0549	0.29202	0.35466	0.04374	0.38337				
1358	356.7832125	355.2832125	1	376.3534942	-0.192238185	4	-1.785303026	0.996885419	-3.541408884	-0.191446079	-2.562188987	-1.016052308	31.88661812	32.331	0		0.00649943	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	32693.43633	41217.55623	0.793192011	-1	5	5	5	5	527	0.950803153	-	-	0.21579	0.03562	0.22713	0.32514	0.07327	0.29817				
1993	535.8614849	534.3614849	1	561.4520272	0.172583546	8	0.173814869	0.396760707	-0.334986542	0.807220708	-0.220765817	0.578779258	31.85387253	32.29916667	0		0.00649943	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	89382.66871	105306.7524	0.848783831	-1	6	6	6	6	527	0.987907979	[M+NH4]+	-	0.24684	0.04351	0.29202	0.33543	0.03643	0.38337				
5555	539.3167												31.87016					27		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										527										78086.7	0.44483948	0.45268506	539.31696
5559	534.3615												31.853872					27		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										527										89384.02	0.44529533	-0.34266216	534.3613
2521	791.9919123	790.4919123	1	829.6224605	-0.128760331	12	-0.068547067	1.369853272	-2.669174605	4.202659024	-0.707999614	0.589155498	31.9539926	32.39466667	0		0.008361581	39	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	37070.21816	33927.06618	1.092644379	1.093018891	12.5	12.5	13.5	13.5	528	0.923828473	[M+NH4]+	-	0.40548	0.12114	0.42181	0.55865	0.14472	0.55375				
2525	796.947214	795.447214	1	834.5777313	-0.166858338	22	-0.532863449	1.151558571	-3.189661095	1.414175981	-1.624356489	0.370639577	31.9539926	32.39466667	0		0.008361581	39	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	72386.35381	72695.92788	0.995741521	1.043553771	13.5	13.5	13.5	13.5	528	0.937672408	[M+Na]+	-	0.41577	0.07937	0.42181	0.45125	0.07291	0.55375				
5561	790.4919												31.953993					39		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										528										36407.285	0.44067574	0.15442324	790.492
5563	795.4472												31.953993					39		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										528										71947.555	0.44067574	-0.69057554	795.44666
2746	511.2536064	511.2536064	0	536.8390168	-0.028594419	13	-0.082865052	0.96998099	-2.220911901	1.897812866	-0.656990323	0.560719608	31.95351919	32.41033333	0		-0.008236977	51	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	76484.03184	59741.20716	1.280255881	1.277704827	12.5	12.5	13.5	13.5	529	0.920937495	-	-	0.54946	0.11775	0.5516	0.65648	0.15075	0.72414	75257.02	0.4568119	-0.4775333	511.25336
2735	936.5489993	936.5489993	0	981.700272	0.558033803	13	0.335757259	1.413035853	-3.511895803	3.461323669	-0.852948565	1.428011075	31.96981761	32.42616667	0		-0.008236977	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	48894.32389	66938.58481	0.730435578	0.676322635	16.5	16.5	16.5	16.5	529	0.937577428	[M+NH4]+	-	0.49479	0.07103	0.48671	0.53616	0.11396	0.63895	48594.99	0.45634842	-0.8472136	936.5482
2737	943.0043598	941.5043598	1	986.6546002	-0.54120939	17	-0.268255238	0.801986008	-1.807902874	2.016905988	-0.770666572	0.486982444	31.95351919	32.41033333	0		-0.008236977	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	69784.39783	75440.22042	0.925029082	0.913876822	16.5	16.5	17	17	529	0.936525494	[M+Na]+	-	0.50402	0.11035	0.48671	0.56264	0.08773	0.63895				
2748	949.0329397	947.5329397	1	998.7045873	0.841695277	5	0.023513247	1.475469703	-2.138984016	3.01420095	-1.353123308	1.262118062	31.98611776	32.442	0		-0.008236977	51	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34799.5915	22340.17635	1.557713375	1.504553888	12.5	12.5	10.5	10.5	529	0.839431707	-	-	0.5957	0.15199	0.5516	0.86521	0.2694	0.72414				
2733	911.0152973	909.5152973	1	954.6651178	-1.022013596	9	-0.709312428	2.072577826	-4.757105426	3.429990584	-2.300976623	1.269134096	31.98611776	32.442	0		-0.008236977	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	34421.53907	26679.18961	1.290201823	1.364746568	17	17	17	17	529	0.861893279	-	-	0.49387	0.14522	0.48671	0.6229	0.2127	0.63895				
5569	941.50433												31.95352					45		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										529										69476.16	0.4568119	-0.38896364	941.50397
5571	947.53296												31.986118					51		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										529										33808.344	0.45588303	-0.5153185	947.5325
5573	909.5153												31.986118					45		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										529										37542.652	0.45588303	1.2750396	909.5165
2704	865.0106876	863.5106876	1	908.6607402	-0.807619419	22	-1.298028213	1.257355162	-4.445085581	0.290646736	-1.971195565	-0.416178983	32.01954948	32.4735	0		-0.007239131	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	123377.6832	76937.44577	1.603610335	1.538466692	8	15	15.5	15.5	531	0.922775719	-	-	0.51246	0.08027	0.48671	0.61448	0.07303	0.63895				
5579	863.5107												32.01955					45		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										531										123964.78	0.45394897	-0.07068257	863.5106
2507	748.9262167	747.4262167	1	786.5568535	-0.017648565	9	-0.204730898	1.107119856	-1.679722656	1.668355523	-1.434741326	1.015071975	32.03068423	32.4735	0		0.00389561	39	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	39200.97725	41118.41659	0.95336787	0.934586926	9.5	9.5	9	9	530	0.921157091	[M+Na]+	-	0.42839	0.09804	0.42181	0.49434	0.1055	0.55375				
2499	743.9706395	742.4706395	1	781.6019448	0.88267194	5	0.552101407	1.265700751	-1.608728386	2.172723752	-0.655144804	1.794578538	32.03068423	32.4735	0		0.00389561	39	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	24394.9382	27499.63289	0.887100504	0.908145964	8	8	9	9	530	0.9120389	[M+NH4]+	-	0.45511	0.12454	0.42181	0.53632	0.13173	0.55375				
5575	747.4262												32.030685					39		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										530										37555.535	0.44281387	-0.1633209	747.4261
5577	742.47064												32.030685					39		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										530										24422.648	0.44281387	0.24661644	742.4708
2215	673.9139401	672.4139401	1	703.5180598	0.401165092	7	-0.002165282	1.221104672	-3.311152121	1.771979781	-0.224964895	0.682737231	32.03444296	32.48933333	0		-0.008650982	31	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	45693.85672	57912.68461	0.789012926	-1	6	6	6	6	532	0.949518392	[M+NH4]+	-	0.2677	0.06693	0.33529	0.43342	0.07729	0.44016				
2217	678.8692025	677.3692025	1	708.4732794	0.335086094	8	0.569615274	0.835416055	-0.763956299	1.939229321	-0.223319175	1.09223116	32.03444296	32.48933333	0		-0.008650982	31	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	45760.19257	66386.56642	0.689298981	-1	6	6	6	6	532	0.937170547	[M+Na]+	-	0.3513	0.09524	0.33529	0.42558	0.09826	0.44016				
1858	521.8380046	520.3380046	1	546.4250945	-0.019383554	19	-0.054317282	0.221828265	-0.474638896	0.346454489	-0.216580975	0.111856379	32.03444296	32.48933333	0		-0.008650982	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	466217.1096	451231.8616	1.033209641	1.039806312	5.5	5.5	5.5	5.5	532	0.991696476	[M+H]+	-	0.25342	0.01856	0.28121	0.35755	0.02417	0.36917				
1891	543.8196376	542.3196376	1	568.4066971	-0.074664455	5	-0.38787377	0.583063675	-1.468302099	0.4449564	-0.928087935	0.0623047	32.01813763	32.4735	0		-0.008650982	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	37103.14267	39215.24647	0.946140749	-1	5.5	5.5	5.5	5.5	532	0.930586045	[M+Na]+	-	0.2664	0.08445	0.28121	0.4632	0.1065	0.36917				
2700	862.9942024	861.4942024	1	906.6447885	-0.190253167	16	-0.523425153	0.603872859	-1.479873388	0.574719117	-0.998106869	-0.119591453	32.03444296	32.48933333	0		-0.008650982	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	57585.7407	36633.93262	1.57192353	1.56550276	4.5	4.5	4.5	4.5	532	0.952874042	-	-	0.53025	0.06404	0.48671	0.61773	0.06596	0.63895				
5581	672.41394												32.034443					31		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										532										45694.816	0.4548912	0.36308083	672.4142
5583	677.3692												32.034443					31		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										532										45748.418	0.4548912	-0.45053095	677.3689
5585	520.338												32.034443					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										532										460970.4	0.4548912	-0.8210934	520.3376
5587	542.31964												32.01814					26		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										532										36145.324	0.4553604	0.112544626	542.3197
5589	861.4942												32.034443					45		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										532										56371.992	0.4548912	-0.07084802	861.49414
2730	906.0589719	904.5589719	1	949.7093921	-0.36459425	4	-0.079196423	1.683291979	-2.826394635	2.301708694	-1.908734039	1.181622967	32.05178079	32.48933333	0		0.008686851	45	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	16717.46809	19063.23666	0.876948043	1.303504846	8	8	17	17	533	0.837697533	-	-	0.52516	0.1368	0.48671	0.53575	0.13083	0.63895				
5591	904.55896												32.05178					45		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										533										20241.664	0.4375534	1.1470758	904.56
2378	638.7632204	637.2632204	1	672.3803981	-0.113427227	4	-0.193852638	1.234000259	-2.300946527	1.817464257	-1.419798173	0.859694307	32.05069744	32.50483333	0		-0.008360228	35	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	22347.68761	25246.45962	0.885181049	0.901351972	7	7	7	7	534	0.901828549	-	-	0.41303	0.08439	0.37855	0.40449	0.06369	0.49696				
1370	370.2938885	370.2938885	0	391.3641646	-0.199595517	15	-0.224892632	0.099240175	-0.430928831	-0.101270912	-0.282582768	-0.167202496	32.05069744	32.50483333	0		-0.008360228	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	517743.6249	408368.5321	1.267834282	1.277411632	4.5	4.5	4.5	4.5	534	0.991509912	[M+NH4]+	-	0.19383	0.01276	0.22713	0.2547	0.03187	0.29817	516498.12	0.4541359	-0.08241448	370.29385
1376	375.2492131	375.2492131	0	396.3194989	-0.171062317	15	-0.246320678	0.205096776	-0.587890557	0.062718736	-0.392707769	-0.083668355	32.05069744	32.50483333	0		-0.008360228	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	392515.8298	320391.9401	1.225111436	1.18555364	4.5	4.5	4.5	4.5	534	0.964672475	[M+Na]+	-	0.18986	0.01511	0.22713	0.24376	0.03075	0.29817	390070.94	0.4541359	-0.16265231	375.24915
703	326.7337059	325.2337059	1	342.2906911	0.107956215	6	0.088740774	1.10458499	-2.264897765	1.863743925	-0.650974195	1.094315247	32.06683451	32.5205	0		-0.008360228	17	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	59705.0938	33748.60654	1.769112859	1.917883841	7	7	6.5	6.5	534	0.934440073	-	-	0.17983	0.04549	0.18387	0.30157	0.10542	0.24138				
1356	354.7674355	353.2674355	1	374.337784	-0.004257398	11	-0.480493874	0.432891865	-1.142791259	0.153007973	-0.900908736	-0.071597227	32.05069744	32.50483333	0		-0.008360228	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	137574.4099	110946.8851	1.240002455	-1	4.5	4.5	4.5	4.5	534	0.967674317	[M+H]+	-	0.20843	0.03313	0.22713	0.23507	0.04386	0.29817				
1574	478.2911573	478.2911573	0	501.3682669	0.124794279	14	-0.157880183	0.231904471	-0.751270782	0.20581083	-0.189782903	-0.036649845	32.06683451	32.5205	0		-0.008360228	23	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	186173.7742	226134.1916	0.823288919	-1	5	5	5	5	534	0.964312762	-	-	0.22978	0.02931	0.24876	0.31271	0.02386	0.32657	186173.94	0.4536667	0.0	478.29117
5593	637.26324												32.050697					35		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										534										21289.361	0.4541359	-0.28733099	637.26306
5599	325.2337												32.066833					17		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										534										59114.062	0.4536667	0.2814983	325.2338
5601	353.26743												32.050697					21		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										534										130768.484	0.4541359	-0.34554648	353.2673
2515	778.9366845	777.4366845	1	816.5673143	-0.026018839	15	-0.090170389	0.851795726	-1.457865907	1.525445768	-0.78269537	0.567645704	32.13764985	32.58333333	0		-0.002281729	39	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	56780.6283	67404.6433	0.842384523	0.869644839	12.5	12.5	12.5	12.5	535	0.949464511	[M+Na]+,[M+CH3OH+H]+	-	0.39971	0.06898	0.42181	0.50883	0.11457	0.55375				
2511	772.4815286	772.4815286	0	811.6123705	0.248385227	10	0.107751026	0.915749454	-1.704252927	1.614242684	-0.440064123	0.997950642	32.1053639	32.552	0		-0.002281729	39	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	32406.46296	38971.34251	0.831545974	0.77137503	10.5	10.5	9.5	9.5	535	0.917327135	[M+NH4]+	-	0.38098	0.08699	0.42181	0.53293	0.09268	0.55375	32275.494	0.4466324	-0.55308264	772.4811
2504	746.9106298	745.4106298	1	784.5414259	0.196077161	7	0.226297948	1.236620791	-2.257433388	2.737323035	-0.636184582	1.034192976	32.13764985	32.58333333	0		-0.002281729	39	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	32955.76909	34050.5663	0.9678479	0.850997179	9.5	9.5	10.5	10.5	535	0.901433776	[M+H]+	-	0.37421	0.10748	0.42181	0.46508	0.15844	0.55375				
5605	777.4367												32.13765					39		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										535										54868.383	0.44568253	0.0	777.4367
5609	745.41064												32.13765					39		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										535										32914.637	0.44568253	0.32752502	745.4109
